AcceX,AcceY,AcceZ
0.0083740234375,-0.0035888671875,-0.0035888671875
0.00478515625,-0.00418701171875,-0.00179443359375
0.00418701171875,-0.0026916503906249997,-0.0002990722656249999
0.0035888671875,-0.0011962890625,0.0011962890625
0.00418701171875,-0.00179443359375,-0.0011962890625
0.007177734375,-0.0035888671875,0.0011962890625
0.002392578125,-0.00478515625,-0.002392578125
0.0059814453125,0.0,0.0
0.00299072265625,-0.00179443359375,-0.0011962890625
0.0,-0.0035888671875,-0.002392578125
0.0035888671875,-0.002392578125,0.0011962890625
0.002392578125,0.0,-0.0035888671875
0.0059814453125,0.0059814453125,0.0011962890625
0.00657958984375,0.32718505859375,-0.00059814453125
0.007177734375,0.648388671875,-0.002392578125
-0.0155517578125,3.7647216796875,-0.0478515625
0.02392578125,1.8243408203125,-0.0299072265625
0.0059814453125,0.777587890625,0.03828125
-0.0155517578125,1.3338623046875,-0.026318359375
-0.0011962890625,2.189208984375,-0.0251220703125
-0.002392578125,1.9044921875,-0.057421875
0.002990722656249999,1.7860595703125002,-0.046057128906249994
0.0083740234375,1.667626953125,-0.0346923828125
0.0035888671875000007,0.39118652343750004,-0.004187011718750001
-0.01734619140625,1.155615234375,-0.0032897949218750008
-0.03828125,1.9200439453125,-0.002392578125
-0.00478515625,1.35419921875,0.03289794921875
-0.0227294921875,1.3290771484375,0.021234130859375
-0.040673828125,1.303955078125,0.0095703125
-0.0287109375,1.8985107421875,-0.016748046875
0.00777587890625,0.67410888671875,0.0095703125
-0.009271240234375,0.8197570800781251,0.03887939453125
-0.026318359375,0.9654052734375,0.0681884765625
-0.0251220703125,0.6136962890625,0.0586181640625
-0.0035888671875,-0.1591064453125,0.021533203125
0.011962890625,-0.48330078125,0.0562255859375
0.040673828125,-0.193798828125,-0.03349609375
0.03529052734375,-0.9079833984375,-0.011962890625
0.0251220703125,-0.8864501953125,-0.0059814453125
0.010168457031250001,-0.9079833984375001,-0.007177734375
-0.00478515625,-0.9295166015625,-0.0083740234375
-0.02392578125,-0.92054443359375,0.055627441406250006
-0.0011962890625000014,-1.092510986328125,0.048748779296875
0.021533203125,-1.2644775390625,0.0418701171875
0.0251220703125,-0.389990234375,0.045458984375
-0.0203369140625,-0.6029296875,0.0251220703125
-0.055029296875,-1.08623046875,0.0514404296875
0.0322998046875,-1.102978515625,-0.007177734375
0.016748046875,-0.830224609375,-0.0251220703125
0.0,-1.122119140625,0.0418701171875
